author,coin,danmaku,favorite,id,like,rank_num,rank_tab,reply,score,share,tag_name,title,view
主观哥哥,33034,3800,29973,87807866,72615,59,鬼畜,1027,1211598,22687,"鬼畜,岛市老八,bilibili新星计划,搞笑,郭老师,唐伯虎点秋香,对王之王",唐 八 虎 点 郭 香,738161
潮汕好男人,243307,29058,173932,82282865,384321,58,鬼畜,4775,1216078,57889,"鬼畜,古力娜扎,鬼畜调教,全明星,火红的萨日朗,朱丹",【全明星】火红的萨日朗,6384349
王色龙,74167,1795,24796,90014355,72865,57,鬼畜,1127,1223333,15870,"鬼畜,bilibili新星计划,酒馆战旗,鲍勃,阴阳人,对王之王,炉石传说",阴   阳  对  王（ 拆  字  完  美  版 ）,875899
一只甜柠檬呀,96236,62473,257780,51532753,483335,56,鬼畜,7023,1241063,48687,"搞笑,鬼畜,DONALDTRUMP,鬼畜调教,鬼畜素材,洗脑循环,川普,特朗普,YOUTUBE,恶搞,美国",油管上一个亿的特朗普的鬼畜，xswl。,9031651
愤怒的木板房,40182,4416,26826,90175744,94585,55,鬼畜,3885,1248813,12193,"鬼畜,钉钉,钉钉本钉,网课,葛平,人力VOCALOID,bilibili新星计划,鬼畜调教,搞笑",【 钉 钉 本 钉 ，还 敢 整 活 】,1061178
Yx小斯,49162,1708,29523,87564278,78491,54,鬼畜,1236,1249098,9173,"搞笑,鬼畜,bilibili新星计划,对对子,唐伯虎点秋香,对王之王,周星驰,搞笑视频,对穿肠,鬼畜剧",【对王之王】我 跟 领 导 对 线,728393
酸奶木瓜,184131,8636,120569,82096856,351017,53,鬼畜,1763,1263490,44603,"鬼畜,搞笑,PDD,鬼畜调教,卢本伟,2019新人嘉年华,恶搞,五五开,骚猪,骚话",【五五开 VS PDD】谁才是骚话之王？,3229103
Dark-Van奇,44885,2072,33873,87803237,92964,52,鬼畜,1019,1308161,19602,"鬼畜,搞笑,蔡徐坤,老八,全能打卡挑战,恶搞,洗脑循环,大司马",鸡  翔  三  饱,1102328
芋是芋头的芋啊Zz,19054,6403,27756,82470866,81842,51,鬼畜,2168,1308276,8017,"搞笑,鬼畜,电音,周淑怡,搞笑视频,鬼畜调教,全能打卡挑战,逗比,恶搞,娱乐,踩点",能冲还是不能冲！！！,3194907
CSGO大茄子,107366,9264,76802,84655281,140333,50,鬼畜,1219,1324024,26296,"搞笑,鬼畜,联合创作,茄子,葛平,鬼畜素材,恶搞,鬼畜调教,人力VOCALOID,中国话,蜜汁带感,白给",【CSGO大茄子】白 给 话（中国话）,1694660
守护芙音,49237,3412,33386,86772983,92821,49,鬼畜,1611,1383976,8792,"搞笑,鬼畜,bilibili新星计划,鬼畜调教,周星驰,恶搞,唐伯虎点秋香,唐伯虎",【对王之王】真 假 对 穿 肠,921738
泽野螳螂,76039,6566,34620,89568349,108114,48,鬼畜,10038,1420847,13414,"鬼畜,哲学,泽野螳螂,米津玄师,flamingo",火烈♂鸟,874433
阿里巴巴,51346,11665,31802,91099292,146136,47,鬼畜,6094,1420931,13855,"B站方文山,鬼畜,马云,音乐,人力VOCALOID,搞笑",【马云】我想去见她（官方鬼畜出道作）,1528374
圣剑少女の爱,44034,4587,35644,86616114,93538,46,鬼畜,1937,1437844,4783,"鬼畜,搞笑,泠鸢YOUSA,全能打卡挑战,hanser,冷鸟,琉绮Ruki,唐伯虎点秋香,鬼畜调教,恶搞,对子之王,对王之王",对 王 之 王 唐 伯 鸟,1075255
白熊ONEヽ,241385,20353,150682,83984139,304202,45,鬼畜,2510,1458526,85176,"鬼畜,岛市老八,全能打卡挑战,对王之王,奥利给,鬼畜调教,搞笑",风 流 才 子 唐 八 虎,4058112
青城山圣子松无极,75513,8963,37292,87825918,85288,44,鬼畜,1928,1465851,4865,"鬼畜,bilibili新星计划,人力VOCALOID,葛平,鬼畜调教,原创,UTAU,剪辑",冠 世 疫 战,750500
某雪の超电磁炮,30227,10036,38802,86786416,78022,43,鬼畜,1112,1476073,33629,"搞笑,鬼畜,bilibili新星计划,鬼畜调教,郭老师,洗脑循环,搞笑视频,成语接龙,猕猴桃,蜜汁带感,苏卡不列",郭  卡  不  列,1271447
墨雨清秋,48764,7301,39192,89447274,120995,42,鬼畜,6516,1550097,10760,"鬼畜,钉钉,bilibili新星计划,superlove,正能量,网课,讽刺,反思,出山",【出钉】我来给钉钉洗白了！,1260155
BEmow,65846,10709,38107,91871151,78970,41,鬼畜,2228,1553958,37435,"鬼畜,搞笑竞技大赛,药水哥,周淑怡,刘波,孙笑川",【经典老番】我一路向北，离开有怡的季节,1199739
修2,61335,12987,37976,87333728,121417,40,鬼畜,3441,1571536,33151,"鬼畜,蔡徐坤,鸡你太美,处处吻,鬼畜调教,搞笑",【蔡徐坤】处处吻,1315325
豪言の经理,103974,12884,41331,88849154,119631,39,鬼畜,2473,1587642,8776,"鬼畜,抗击肺炎大作战,钟南山,全明星,特效,搞笑",【特效向】抗 疫 毁 灭 战 争,799968
致明笑笑,65072,8680,44348,86680940,103442,38,鬼畜,1851,1608582,25948,"鬼畜,西游记,恋爱循环,花泽香菜,鬼畜调教,中美合拍,中英双语,蜜汁带感,银角大王,致明笑笑,两开花",【中英双语鬼畜】银角大王恋爱循环,885129
卡拉肖克金,60814,17594,46305,86300735,114820,37,鬼畜,2264,1635373,24632,"鬼畜,川普,处处吻,特朗普,人力VOCALOID,鬼畜调教,bilibili新星计划",【川普】处处吻,1249108
龙之王修罗,116796,42248,43862,93267927,134873,36,鬼畜,12962,1688798,23219,"鬼畜,肖战,ao3,糊,处处吻,人力VOCALOID,鬼畜调教,洗脑,自制,音乐,搞笑",【肖战】处处封—肖战必糊！,891498
布洛芬丶,41156,3976,43295,90674001,125760,35,鬼畜,1520,1693568,12919,"鬼畜,周淑怡,岛市老八,酥酥,鬼畜调教,rap,药水哥,骆歆,呆妹儿",每天一遍，身强体健,2098886
布偶Seph,96730,12628,87562,86046460,165270,34,鬼畜,3506,1704245,25425,"鬼畜,搞笑,hanser,bilibili新星计划,唐伯虎点秋香,对子之王,鬼畜调教,恶搞",出 口 成 车 憨 八 嘎,2496758
爱吃仙贝的小猪,123528,9518,74633,86139453,221963,33,鬼畜,2257,1836986,17635,"鬼畜,朱广权,bilibili新星计划,对王之王,周星驰,央视段子手,对对子,唐伯虎点秋香,鬼畜剧",对 王 之 王 朱 广 权,1953538
UP-Sings,2508076,398202,1828331,19390801,2270062,32,鬼畜,100833,1948304,1001877,"鬼畜,改革春风吹满地,灵魂调音师,赵本山,小可儿,洗脑bgm,我要吸旺仔牛奶,疯猴,鬼畜调教,调音师,rap,春晚,小品",【春晚鬼畜】赵本山：我就是念诗之王！【改革春风吹满地】,54562620
在下酸奶菌,77878,4679,55977,87069073,125817,31,鬼畜,1429,1955999,16667,"搞笑,鬼畜,李云龙,bilibili新星计划,苏维埃,生活,鬼畜调教,洗脑循环,恶搞,苏卡不列",【李云龙】他 娘 不 列,1092259
晏策去月光林地了,69836,7496,55394,87664378,118166,30,鬼畜,2629,1972680,38393,"鬼畜,bilibili新星计划,岛市老八,搞笑,鬼畜调教,老八,奥利给",火 力 撤 硕 王（特效向）,1484204
小果叮233,71269,6557,59275,88886439,99055,29,鬼畜,905,2027601,37108,"鬼畜,英雄联盟,CS:GO,电子竞技,岛市老八,全能打卡挑战,茄子,卢本伟,孙笑川,奥利给,搞笑,CSGO,郭老师",【嘴臭公寓】真人CS 完整版 全明星阵容,1388211
伊丽莎白鼠,596200,31343,224329,84540197,616113,28,鬼畜,10849,2039053,48021,"鬼畜,王司徒,葛平,紫色激情,鬼畜调教,卢本伟,全明星,元首,RAP",【全明星Rap】我舅是辣鸡！,3770418
乔战狂,78197,4649,65114,89983339,123564,27,鬼畜,1239,2134727,24752,"搞笑,鬼畜,bilibili新星计划,茄子,使命召唤,孙笑川,鬼畜调教,PDD,奥利给,自制,恶搞,卢本伟",【建议改成】使 命 召 唤 1 6,1233668
城之悠二,78707,11988,62476,88816536,143974,26,鬼畜,2650,2172112,44890,"鬼畜,bilibili新星计划,鬼畜调教,fantastic baby,老八,洗脑循环,蹦瞎卡拉卡,鬼畜RAP",Fantastic 撤 硕,1804545
奶油鸽子精,94546,20676,59277,86895988,180875,25,鬼畜,5866,2232177,16358,"B站方文山,鬼畜,卢本伟,bilibili新星计划,洗脑,五五开,上香,泪目,人力VOCALOID,处处吻",【卢本伟】处处吻 千万填词在线催泪！,2313100
Mr丶虾仁蒸饺,46612,20096,66918,88536047,151931,24,鬼畜,3631,2285064,29062,"鬼畜,钉钉,联合创作,网课",午  夜  凶  钉,3050425
-Super屎蛋,79384,9483,72140,91610100,145767,23,鬼畜,2470,2349425,85632,"搞笑,萌宠,鬼畜,搞笑竞技大赛,迷人的郭老师,华农兄弟,猪,恶搞,竹鼠",【郭老师】华 农 捕 郭,1742238
钉钉DingTalk,75629,54662,65817,90650376,270117,22,鬼畜,20414,2394064,43029,"鬼畜,钉钉,鬼畜调教,洗脑循环,搞笑",【经典怀旧】甩 钉 歌,3617780
咕哒兰,165378,25845,72124,93199515,264759,21,鬼畜,21881,2495402,29556,"鬼畜,227大团结,AO3,肖战,老福特,穷举报,人力VOCALOID,举报,全能打卡挑战,饭圈,穷开心,粉丝",穷  举  报,1828515
55732,111501,7934,78764,87996171,194204,20,鬼畜,4542,2588237,46434,"鬼畜,处处吻,数学,bilibili新星计划,鬼畜调教,学习,高数,微积分,高等数学,搞笑,洗脑循环",【处处吻】高等数学,1665432
哦呼w,143654,5183,84355,86342083,157443,19,鬼畜,2846,2590613,51762,"鬼畜,电子竞技,英雄联盟,搞笑,肉蛋葱鸡,芜湖大司马,大司马,金牌厨师,洗脑循环,下饭,恶搞,起飞",经 典 下 饭 说 唱,2376597
昔日友人,110811,8445,123130,83058835,190546,18,鬼畜,2479,2744040,96348,"搞笑,鬼畜,迷人的郭老师,恶搞,鬼畜调教,鬼畜素材,蜜汁带感",【郭老师鬼畜】集美们来学成语啦,2990327
雪饼夫斯基,87394,15912,84545,89123961,216271,17,鬼畜,3374,2756154,65108,"鬼畜,处处吻,葛平,网课,bilibili新星计划,音乐,人力VOCALOID",处处钉（处处吻）,2844654
风云熊,135143,10164,84015,86582360,168960,16,鬼畜,1534,2769621,49448,"鬼畜,旭旭宝宝,卢本伟,蔡徐坤,PDD,五五开,全能打卡挑战,鬼畜调教,搞笑,芦苇,骚猪",三个和尚——卢本伟、PDD、旭旭宝宝主演,1757755
茶咩cc,74479,13295,94986,89364374,220694,15,鬼畜,2563,2886220,59760,"电音,搞笑,鬼畜,bilibili新星计划,人民叫师,鬼畜调教,钉钉,洗脑循环,鬼畜素材,搞笑视频,rap",【超高能rap】胡 言 乱 语 人 民 叫 师,2493732
--啊K,243182,35298,147022,84578098,274918,14,鬼畜,3088,2915985,33749,"鬼畜,绝地求生,枪声,枪乐,洗脑循环,蜜汁带感,剪辑,PUBG",【枪声音乐】Time Back（这卡点绝了！）,1914960
洛温阿特金森,2552513,164962,1831494,60731116,2296523,13,鬼畜,32771,2927996,496617,"鬼畜,黄绿合战,Flower dance,派大星,海绵宝宝,黄绿合战4th",【派大星的独白】一个关于正常人的故事,28464865
兲国神偷,218422,98,90613,87371060,288107,12,鬼畜,5232,3215601,26428,"B站方文山,鬼畜,抗击肺炎大作战,人力VOCALOID,洗脑,自制,新型肺炎,冠状病毒,武汉",送给造谣，卖高价口罩的人一曲《出山》,2426036
多节课,236526,22831,195181,85127244,393207,11,鬼畜,2691,3674202,120319,"鬼畜,搞笑,卢本伟,五五开,鬼畜调教,恶搞,唐伯虎点秋香,对对子",对子之王卢本伟,5984156
因你而在的梦,279476,46200,113792,93060355,375746,10,鬼畜,28741,3685016,66960,"鬼畜,肖战,227大团结,AO3,老福特,你封起来真好心,人力VOCALOID,举报,饭圈,粉丝,你笑起来真好看",你 封 起 来 真 好 心,2925754
小锅er,130983,14342,123944,89659794,306057,9,鬼畜,7155,3982002,63808,"鬼畜,周淑怡,鬼畜调教,rap,HAPE",【周淑怡rap】巴 黎 剩 母,5376809
枪弹轨迹,108474,19418,135756,87646992,340862,8,鬼畜,17249,4269327,256275,"鬼畜,电音,老公你快说句话呀,枪弹轨迹,鬼畜调教,出轨,蜜汁带感,洗脑循环,老公,鬼畜素材,搞笑",老公你快说句话呀,6867923
惜缘、过去,427316,25007,211999,85887656,401497,7,鬼畜,6813,4347593,51452,"鬼畜,诸葛亮,处处吻,王司徒,杨千嬅",【丞相司徒】处处吻,3209712
红豆稀饭中,405613,19976,223836,86154367,725904,6,鬼畜,3930,5014755,76218,"童年回忆杀,鬼畜,搞笑,抗击肺炎大作战,家有儿女,刘星,张一山,鬼畜调教,爆笑,rap,野味,童年,one more night",【家有儿女】家有骚话！蝙蝠炖汤，棺材反光,6354080
金色传说竹鼠,390630,48299,207242,86208216,539936,5,鬼畜,9088,5346659,165896,"鬼畜,搞笑,蔡徐坤,鸡你太美,坤坤,仙剑奇侠传,恶搞,鸡,鬼畜调教,联合创作,人力VOCALOID",【蔡徐坤】仙剑鸡侠传,4503502
OELoop,803566,48277,552447,85965831,969077,4,鬼畜,11907,8918856,444822,"搞笑,鬼畜,抗击肺炎大作战,洗脑循环,山东村长,蜜汁带感,河南村长,山东,rap,正能量,河南,恶搞",【抗肺炎】村长硬核广播trap《贱》,9788748
刘泽秀V,627774,152860,340307,89058944,604900,3,鬼畜,6868,9643375,133188,"鬼畜,卢本伟,五五开,周润发,bilibili新星计划,刘德华,斗地主,鬼畜调教,赌怪,赌神,搞笑",赌 怪（完整版）,4847655
白夜长路deep丶,437397,37102,342342,88651718,683738,2,鬼畜,17557,9757136,258352,"鬼畜,钉钉,你钉起来真好听,联合创作,人力VOCALOID,你笑起来真好看,网课",你 钉 起 来 真 好 听,9066699
无尽の零,1308502,176595,554828,86158890,1217406,1,鬼畜,10580,9877109,227192,"鬼畜,抗击肺炎大作战,鬼畜全明星,卢本伟,诸葛亮,PDD,正能量,洗脑循环,搞笑",我们，鬼畜区，向冠状病毒宣战！,7590133
七耳猕猴2017,63903,7698,59752,87072285,172861,98,生活,1630,2082522,42983,"搞笑,全程高能,搞笑视频,吐槽,斗地主,金灶沐,笑出猪叫",笑出猪叫，笑出腹肌,2102741
黄一刀有毒,59932,12187,55383,88391071,267374,97,生活,10112,2084805,35136,"搞笑,抗击肺炎,高能,原创,搞笑视频,生活,自制,蝙蝠,野味",如果我抓住第一个吃蝙蝠的人…,2774455
李青仪,113749,14064,57365,90564967,166976,96,生活,5271,2085205,23217,"电子竞技,王者荣耀,绘画,全能打卡挑战,搞笑,创意,游戏,卫生纸,绝活,王者,妈见打",【青仪】妈见打！绝活！在卫生纸上画99位《王者荣耀》英雄,1147882
PopMatta,126508,15708,50646,90314962,228179,95,生活,3888,2091305,28597,"人文,歪果仁,留学生,种族歧视,留学,外国人,文化差异",外国留学生up主，曝光洋垃圾在中国的所作所为P1,2014286
Yuki大力兔,45935,3386,72656,87453793,53216,94,生活,10955,2097853,11260,"vlog,bilibili新星计划,生活,生活记录,联合国,VLOG,奖学金,实习,简历,VLOG日常,国际组织",联合国实习了解一下？包教包会，奖学金拿到手软～,785612
记录生活的蛋黄派,195603,43115,37644,88922492,384305,93,生活,4458,2108764,4836,"美食,搞笑,情人节不隔离爱,厨艺,生活,吃货,逗比,美食圈,制作教程",五斤鸡胸肉可以做多少肉松？小伙花了整整36小时才把五斤做完！,2928953
知日酱,84136,29669,48571,92712329,530010,92,生活,6274,2113182,23149,"钉钉,全能打卡挑战,中国,日本网友,疫情",日本停课！于是钉钉火到日本！却“惨遭”日本网友。。,3812723
凉风Kaze,150345,26029,44883,90950163,346592,91,生活,9272,2128499,7484,"凉风Kaze,学习,女神,工具人,tool凉,舔狗,搞笑,生活,沙雕,网课",暗恋的妹子在网课上看片被抓之后……,2931179
九品芝麻铲屎官,162621,12134,55450,91012622,152033,90,生活,2327,2157490,48480,"萌宠,金毛,猫,铲屎官,宠物,可爱,博美,日常,搞笑,动物圈,拆家",白天狗唯唯诺诺，晚上狗重拳出击,1328192
楜来的右手,17800,3884,81697,86274474,132277,89,生活,4135,2163793,59349,"搞笑,高能,沙雕视频,搞笑视频,是在下输了,逗比",祖   安   战   神,3067541
淘米睡起床了,66891,1723,104150,84789377,92644,88,生活,2631,2201446,30934,"甜点,美食,拜年祭,烘焙,咱家年夜饭,DIY,制作教程,蛋糕,美食圈,教程,戚风蛋糕",【一只鸡蛋糕】无称！无烤箱！无打蛋器！徒手做一只鸡蛋糕！....如何在没有设备的厨房用矿泉水瓶做蛋糕，古早味蒸蛋糕,1061013
-顾芊羽-,39590,24974,115676,84615686,110251,87,生活,2754,2214653,12205,"励志向,高考,学习,寒假Vlog-一起学习吧,燃爆,鸡汤",【超燃励志】那些让你奋发向上，努力学习的话|Study With Me|所谓万丈深渊下去，也是前程万里|加油，奥利给！,1300716
大卤鸡不是大肥鸡,40899,4406,68838,85817069,178457,86,生活,16443,2216364,39739,"青春,生活,恋爱,女神,情感,爱情",我拼了命，才能拥有他们曾经拥有的女孩。,2384527
与山0v0,66717,43644,55539,87892744,405816,85,生活,2493,2216942,42165,"搞笑,全程高能,憋笑,搞笑视频,不要笑挑战,憋笑挑战,沙雕视频,逗比,恶搞,吐槽,忍笑挑战",【不要笑挑战】吃饭时慎入！全程高能！憋不住！,4113018
蜡笔和小勋,76399,38922,67861,87954714,136359,84,生活,2578,2220827,14350,"全能打卡挑战,高考,蜡笔和小勋,英语,校园,学习,数学,高中,学生党,英语学习",如何逼自己在家学习？4个提升自制力的小妙招,1329553
摩登Mod,186398,19884,48564,87012107,236183,83,生活,1290,2223652,14683,"搞笑,抗击肺炎大作战,郭老师,是在下输了,搞笑视频,沙雕,摩登,憋笑挑战,摩登Mod,不要笑挑战",【郭老师级】不要笑挑战！！你能坚持不笑吗？？,2205732
津木菌,47601,10735,69326,90398048,178240,82,生活,5737,2227373,25362,"裴佳欣,萝莉,bilibili新星计划,治愈向,猛男落泪,高甜,混剪,影视剪影,BGM的重要性,剪辑",小妹妹我有一个弟弟...算了，他不配！！！,1959715
damon12121,21551,4318,68026,87304763,123990,81,生活,3363,2234182,117741,"搬运,高能,搞笑",爸爸你信不信我能蹦到你那里,3518693
波桑吃遍世界,796482,37267,165037,86024768,985454,80,生活,19133,2236290,61741,"抗击肺炎大作战,新型肺炎,安全,武汉,生活,VLOG",买到一批假口罩，我直接把团伙送到警察局！,7251194
幸福4375-,233260,10705,51910,90468947,404406,79,生活,5999,2246926,4738,"豫章书院,温柔,吴军豹",求求你点进来吧！温柔还在继续战斗，可豫章书院的热度就快凉了！,1554947
胖雪人Ozu,422347,15092,244007,85734125,717802,78,生活,4940,2252794,121808,抗击肺炎大作战,老爹买不到口罩,5705902
毅斯不苟,26643,14497,67627,87734631,275737,77,生活,13951,2256364,41977,"是在下输了,全能打卡挑战,杠精,高能,吐槽,贴吧",全网最能杠的两个人，对喷了整整三年,3415437
北极熊剩飯,349881,145918,641710,62162985,978280,76,生活,119003,2263460,614262,"搞笑,舞蹈,搞笑视频,黑手,逗比",影   流   之   主,51070963
会说话的橙砸,286352,22462,201887,85211830,636769,75,生活,4599,2272516,144209,"搞笑,bilibili新星计划,姜子牙,是在下输了,搞笑视频,恶搞,逗比,封神榜,奇葩,洗脑循环",姜    子    牙,8543220
